Artist,Album,Date,Score,Genre
Chelsea Wolfe,"""After the Fall""",8-Jul-15,,"['abyss', 'sargent house', 'new music', 'track', 'singer-songwriter', 'rock', 'darkwave']"
Destroyer,"""Girl in a Sling"" (Video)",8-Jul-15,,"['track', 'video', 'new music', 'poison season', 'pop', 'indie']"
Venetian Snares,"""Your Face When I Finally""",8-Jul-15,,"['planet mu', 'track', 'electronic', 'breakcore', 'winnipeg']"
Venetian Snares,"""Your Face When I Finally""",8-Jul-15,,"['planet mu', 'track', 'electronic', 'breakcore', 'winnipeg']"
Infinity Frequencies,Into the Light,8-Jul-15,,"['dream catalogue', 'new music', 'vaporwave', 'electronic', 'ambient', 'plunderphonics']"
Infinity Frequencies,Into the Light,8-Jul-15,,"['dream catalogue', 'new music', 'vaporwave', 'electronic', 'ambient', 'plunderphonics']"
The Internet,Ego Death,9-Jul-15,5,"['odd future', 'neo-soul', 'contemporary r&b', 'pop', '5/10']"
Julia Holter,"""Feel You"" (Video)",9-Jul-15,,"['track', 'new music', 'video', 'have you in my wilderness', 'domino', 'experimental', 'singer-songwriter', 'art pop']"
The Underachievers,"""Take Your Place""",10-Jul-15,,"['new music', 'rpm msc', 'brooklyn', 'hip hop', 'rap', 'beast coast', 'evermore the art of duality']"
The Underachievers,"""Take Your Place""",10-Jul-15,,"['new music', 'rpm msc', 'brooklyn', 'hip hop', 'rap', 'beast coast', 'evermore the art of duality']"
Lil Wayne,FWA,10-Jul-15,4,"['free weezy tidal', 'hip hop', 'rap', '4/10']"
Lil Wayne,FWA,10-Jul-15,4,"['free weezy tidal', 'hip hop', 'rap', '4/10']"
Xiu Xiu,"""Desistance"" / ""Mine""",12-Jul-15,,"['desistance/mine', 'respectful & clean', 'new music', 'p', 'fnord', 'electronic', 'drone', 'experimental']"
Black Wing,"""If I Let Him In""",12-Jul-15,,"['if i let him in', 'track', 'new music', 'is doomed', 'connecticut', 'shoegaze', 'rock', 'chillwave', 'slowcore', 'other']"
Nicolas Jaar,Pomegranates,13-Jul-15,,"['pomegranates', 'other people', 'electronic', 'ambient', 'experimental']"
Sinews,Corpus,13-Jul-15,,"['new music', 'ep', 'canada', 'loud rock', 'metal']"
Despot,"""House of Bricks""",13-Jul-15,,"['track', 'new music', 'queens', 'rap', 'hip hop', 'east coast']"
Despot,"""House of Bricks""",13-Jul-15,,"['track', 'new music', 'queens', 'rap', 'hip hop', 'east coast']"
Mac DeMarco,"""I've Been Waiting for Her""",14-Jul-15,,"['another one', 'track', 'new music', 'captured tracks', 'indie', 'pop', 'jangle']"
Yo La Tengo,"""Friday I'm in Love"" (Video)",14-Jul-15,,"['track', 'cover', 'the cure', 'matador', 'new music', 'stuff like that there', 'rock', 'indie']"
Ash Koosha,"""I Feel That"" (Video)",14-Jul-15,,"['video', 'new music', 'london', 'olde english spelling bee', 'electronic', 'abstract']"
Tame Impala,Currents,14-Jul-15,7,"['7/10', 'pop', 'neo-psychedelia', 'Interscope']"
Oscob / Digital Sex,OVERGROWTH,14-Jul-15,,"['overgrowth', 'concept', 'collaboration', 'dream catalogue', 'electronic', 'vaporwave']"
Protomartyr,"""Why Does It Shake?""",14-Jul-15,,"['track', 'new music', 'detroit', 'rock', 'post-punk', 'hardly art']"
Protomartyr,"""Why Does It Shake?""",14-Jul-15,,"['track', 'new music', 'detroit', 'rock', 'post-punk', 'hardly art']"
Everything Everything,Get to Heaven,15-Jul-15,8,"['rca', 'uk', '8/10', 'pop', 'art rock']"
Spraynard,Mable,15-Jul-15,,"['new music', 'streaming', 'stream s', 'punk', 'pop punk', 'emo', 'melodic']"
Spraynard,Mable,15-Jul-15,,"['new music', 'streaming', 'stream s', 'punk', 'pop punk', 'emo', 'melodic']"
Pearls Negras,"""Meu Bem"" (Video)",15-Jul-15,,"['video', 'track', 'new music', 'bolabo', 'brazil', 'hip hop', 'pop rap', 'funk carioca']"
Chvrches,"""Leave a Trace""",16-Jul-15,,"['track', 'every open eye', 'pop', 'synthpop', 'new music', 'scotland']"
Ratatat,Magnifique,16-Jul-15,7,"['electronic', 'electro rock', 'instrumental pop', 'xl', '7/10']"
Leviathan,"""My War"" (Black Flag Cover)",16-Jul-15,,"['black flag', 'track', 'cover', 'new music', 'black metal', 'hardcore punk', 'loud rock']"
Leviathan,"""My War"" (Black Flag Cover)",16-Jul-15,,"['black flag', 'track', 'cover', 'new music', 'black metal', 'hardcore punk', 'loud rock']"
Wavves,"""Way Too Much""",17-Jul-15,,"['warner bros', 'new music', 'rock', 'surf punk', 'indie']"
Ghostface Killah & Adrian Younge,Twelve Reasons to Die II,17-Jul-15,7,"['twelve reasons to die ii', 'linear labs', 'hip hop', 'rap', 'east coast', '7/10']"
Moses Sumney,"""O Superman"" (Laurie Anderson Cover)",17-Jul-15,,"['track', 'o superman', 'new music', 'moogfest', 'translational drifts', 'experimental', 'electronic', 'live', 'improvised', 'other', 'moses sumney']"
Moses Sumney,"""O Superman"" (Laurie Anderson Cover)",17-Jul-15,,"['track', 'o superman', 'new music', 'moogfest', 'translational drifts', 'experimental', 'electronic', 'live', 'improvised', 'other', 'moses sumney']"
YG,"""Twist My Fingaz""",17-Jul-15,,"['track', 'new music', 'def jam', 'compton', 'rap', 'hip hop']"
Ghost,"""From the Pinnacle to the Pit""",17-Jul-15,,"['new music', 'track', 'meliora', 'loma vista', 'sweden', 'loud rock', 'heavy metal']"
Alice Glass,"""Stillbirth""",17-Jul-15,,"['track', 'new music charity', 'synthpunk', 'electronic']"
Alice Glass,"""Stillbirth""",17-Jul-15,,"['track', 'new music charity', 'synthpunk', 'electronic']"
Meow the Jewels,"""Meowrly""",18-Jul-15,,"['meowrly', 'new music', 'remix', 'rap', 'hip hop', 'cats']"
Mac DeMarco,"""No Other Heart""",20-Jul-15,,"['track', 'another one', 'new music', 'captured tracks', 'indie', 'pop', 'jangle']"
Mick Jenkins,"""Get Up Get Down""",20-Jul-15,,"['new music', 'wave[s]', 'track', 'chicago', 'rap', 'hip hop']"
Mick Jenkins,"""Get Up Get Down""",20-Jul-15,,"['new music', 'wave[s]', 'track', 'chicago', 'rap', 'hip hop']"
Foals,"""Mountain at My Gates""",20-Jul-15,,"['track', 'new music', 'uk', 'what went down', 'rock', 'post-punk']"
John Twells,Future Daze,20-Jul-15,,"['future daze', 'new music', 'mix', 'label sampler', 'ambient', 'electronic', 'techno', 'type']"
Marissa Nadler,"""Solitude"" (Black Sabbath Cover)",20-Jul-15,,"['track', 'cover', 'black sabbath', 'new music', 'singer-songwrtiter']"
Marissa Nadler,"""Solitude"" (Black Sabbath Cover)",20-Jul-15,,"['track', 'cover', 'black sabbath', 'new music', 'singer-songwrtiter']"
Rustie,"""Big Catzz""",20-Jul-15,,"['track', 'new music', 'wonky', 'purple sound', 'electronic']"
Rustie,"""Big Catzz""",20-Jul-15,,"['track', 'new music', 'wonky', 'purple sound', 'electronic']"
Injury Reserve,"""ttktv"" (Video)",20-Jul-15,,"['track', 'video', 'new music', 'rap', 'hip hop', 'arizona']"
Iglooghost x Toby Gale,"""Honey Soaker""",20-Jul-15,,"['honey soaker', 'track', 'electronic', 'uk', 'new music', 'wonky']"
The Alchemist + Oh No (Gangrene),"""Driving Gloves"" ft. Action Bronson (Video)",20-Jul-15,,"['gangrene', 'driving gloves', 'new music', 'video', 'track', 'action bronson', 'rap', 'hip hop']"
Dâm-Funk,"""We Continue"" (Video)",21-Jul-15,,"['video', 'track', 'invite the light', 'new music', 'stones throw', 'funk', 'pop', 'contemporary r&b']"
Kurt Vile,"""Pretty Pimpin"" (Video)",21-Jul-15,,"['video', 'track', ""b'lieve i'm goin down"", 'matador', 'new music', 'philadelphia', 'singer-songwriter', 'rock', 'psychedelic folk']"
The Chemical Brothers,Born in the Echoes,21-Jul-15,7,"['virgin', 'emi', 'electronic', 'big beat', 'house', 'techno', 'dance pop', '7/10']"
Future,DS2,21-Jul-15,6,"['dirty sprite 2', 'epic', 'rap', 'hip hop', 'southern', 'trap', '6/10']"
Viní,Coringa EP,22-Jul-15,,"['ep', 'new music', 'brazil', 'banger', 'bass', 'electronic']"
Viní,Coringa EP,22-Jul-15,,"['ep', 'new music', 'brazil', 'banger', 'bass', 'electronic']"
Major Lazer,"""Lost"" (Frank Ocean Cover) ft. MØ",22-Jul-15,,"['lost', 'frank ocean', 'track', 'cover', 'new music', 'reggae', 'pop']"
Sierść,Sierść Sierść Sierść,22-Jul-15,,"['poland', 'jasien', 'loud rock', 'noise', 'black metal', 'lo-fi', 'heavy psych']"
Deradoorian,"""The Eye""",22-Jul-15,,"['the eye', 'track', 'new music', 'expanding flower planet', 'anticon', 'pop', 'progressive']"
Vaperror,Polychromatic Compiler,23-Jul-15,,"['dream catalogue', 'new music', 'atlanta', 'electronic', 'ambient', 'vaporwave', 'future funk', 'juke']"
Antarctigo Vespucci,Leavin' La Vida Loca,23-Jul-15,,"['Chris Farren', 'Fake Problems', 'Bomb The Music Industry!', 'Arrogant Sons of Bitches', 'Power pop', 'punk', 'pop punk', 'indie rock', 'streaming', 'full full-length']"
Antarctigo Vespucci,Leavin' La Vida Loca,23-Jul-15,,"['Chris Farren', 'Fake Problems', 'Bomb The Music Industry!', 'Arrogant Sons of Bitches', 'Power pop', 'punk', 'pop punk', 'indie rock', 'streaming', 'full full-length']"
FrankJavCee,FrankJavCee Vol. 1.777,23-Jul-15,,"['mixtape', 'compilation', 'new music', 'internet', 'hip hop', 'vaportrap', 'other', 'parody']"
Corpo-Mente,Self-Titled,23-Jul-15,7,"['blood music', 'neo-folk', 'neo-classical', 'trip hop', 'avant-garde metal', 'opera', '7/10', 'other']"
Gnaw Their Tongues,"""Through Flesh""",23-Jul-15,,"['abyss of longing throats', 'new music', 'track', 'crucial blast', 'netherlands', 'black metal', 'loud rock', 'industrial']"
Gnaw Their Tongues,"""Through Flesh""",23-Jul-15,,"['abyss of longing throats', 'new music', 'track', 'crucial blast', 'netherlands', 'black metal', 'loud rock', 'industrial']"
Chelsea Wolfe,"""Grey Days""",23-Jul-15,,"['abyss', 'new music', 'track', 'sargent house', 'singer-songwriter', 'rock', 'darkwave']"
Chelsea Wolfe,"""Grey Days""",23-Jul-15,,"['new music', 'track', 'pop', 'art pop', 'uk', 'rough trade']"
RP Boo,"Fingers, Bank Pads & Shoeprints",23-Jul-15,7,"['planet mu', 'electronic', 'juke', 'footwork', '7/10']"
Young Thug,"""Pacifier""",24-Jul-15,,"['new music', 'track', 'atlantic', 'hip hop', 'rap', 'atlanta']"
Young Thug,"""Pacifier""",24-Jul-15,,"['new music', 'track', 'atlantic', 'hip hop', 'rap', 'atlanta']"
Quelle Chris,Innocent Country,24-Jul-15,7,"['mello music group', 'chris keys', 'detroit', 'hip hop', 'rap', '7/10']"
Fuzz,"""Rat Race"" / ""Pollinate""",24-Jul-15,,"['charles moothart', 'rat race', 'pollinate', 'track', 'new music', 'ii', 'in the red', 'san francisco', 'rock', 'garage rock', 'heavy psych']"
Fuzz,"""Rat Race"" / ""Pollinate""",24-Jul-15,,"['charles moothart', 'rat race', 'pollinate', 'track', 'new music', 'ii', 'in the red', 'san francisco', 'rock', 'garage rock', 'heavy psych']"
HEALTH,"""Men Today""",24-Jul-15,,"['death magic', 'track', 'new music', 'loma vista', 'noise rock', 'synthpunk', 'rock']"
Injury Reserve,Live from the Dentist Office,26-Jul-15,,"['tzadik', 'anniversary', 'favorite', 'la mar enfortuna', 'makigami koichi', ""otomo yoshihide's new jazz ensemble"", 'earle brown', ""jim o'rourke"", 'classical', 'jazz', 'noise', 'experimental rock', 'other']"
Injury Reserve,Live from the Dentist Office,26-Jul-15,,"['tzadik', 'anniversary', 'favorite', 'yuka honda', 'ikue mori', 'annie gosfield', 'wu fei', 'marc ribot', 'shrek', 'classical', 'jazz', 'noise', 'experimental rock', 'other']"
Injury Reserve,Live from the Dentist Office,26-Jul-15,,"['tzadik', 'anniversary', 'favorite', 'ha-yang kim', 'haino keiji', 'yoshida tatsuya', 'ruins', 'john zorn', 'harry partch', 'classical', 'jazz', 'noise', 'experimental rock', 'other']"
Dean Blunt,"""the ether""",27-Jul-15,,"['new music', 'track', 'instrumental', 'lo-fi', 'other']"
Slim Twig,"""Slippin' Slidin'""",27-Jul-15,,"['track', 'video', ""thank you for stickin' with twig"", 'new music', 'canada', 'singer-songwriter', 'pop', 'psychedelic', 'dfa']"
Disclosure,"""Omen"" ft. Sam Smith",27-Jul-15,,"['track', 'new music', 'sam smith', 'caracal', 'pmr', 'electronic', 'uk bass', 'contemporary r&b']"
Keith Ape,"""It G Ma"" (Remix) ft. A$AP Ferg, Father, Dumbfoundead & Waka Flocka Flame",27-Jul-15,,"['track', 'remix', 'a$ap ferg', 'father', 'dumbfoundead', 'waka flocka flame', 'rap', 'hip hop']"
Injury Reserve,Live from the Dentist Office,27-Jul-15,8,"['mixtape', 'arizona', 'hip hop', 'rap', '8/10']"
Skepticism,"""The Departure""",28-Jul-15,,"['track', 'new music', 'svart', 'finland', 'video', 'live', 'loud rock', 'funeral doom', 'metal']"
Zombi,"""Pillars of the Dawn""",28-Jul-15,,"['track', 'new music', 'shape shift', 'relapse', 'electronic', 'progressive']"
Hopsin,Pound Syndrome,28-Jul-15,3,"['funk volume', 'hip hop', 'rap', '3/10']"
Let's Talk Daggers,"""I Love You Dad, but I'm Mental""",28-Jul-15,,"['track', 'video', 'new music', 'tangled talk', 'rock', 'mathcore', 'uk']"
Let's Talk Daggers,"""I Love You Dad, but I'm Mental""",28-Jul-15,,"['track', 'video', 'new music', 'tangled talk', 'rock', 'mathcore', 'uk']"
M.E.S.H.,"""Thorium""",28-Jul-15,,"['track', 'new music', 'pan', 'piteous gate', 'electronic', 'berlin', 'idm', 'ambient']"
M.E.S.H.,"""Thorium""",28-Jul-15,,"['track', 'new music', 'pan', 'piteous gate', 'electronic', 'berlin', 'idm', 'ambient']"
New Order,"""Restless""",28-Jul-15,,"['track', 'new music', 'mute', 'pop', 'electronic', 'synthpop', 'manchester']"
Sleaford Mods,Key Markets,29-Jul-15,8,"['harbinger sound', 'post-punk', 'rock', 'minimal wave', 'spoken word', '8/10']"
Ought,"""Men for Miles""",29-Jul-15,,"['track', 'new music', 'constellation', 'montreal', 'post-punk', 'rock']"
Jean-Louis Huhta,No History No Future,29-Jul-15,,"['new music', 'sweden', 'experimental', 'electronic', 'other', 'glistening examples']"
Jean-Louis Huhta,No History No Future,29-Jul-15,,"['new music', 'sweden', 'experimental', 'electronic', 'other', 'glistening examples']"
Titus Andronicus,The Most Lamentable Tragedy,30-Jul-15,4,"['merge', 'rock', 'punk', 'indie', 'rock opera', '4/10']"
!!! (Chk Chk Chk),"""Freedom! '15"" / ""Sick Ass Moon""",30-Jul-15,,"[""freedom '15"", 'sick ass moon', 'track', 'new music', 'warp', 'as if', 'dance-punk', 'rock', 'funk']"
!!! (Chk Chk Chk),"""Freedom! '15"" / ""Sick Ass Moon""",30-Jul-15,,"[""freedom '15"", 'sick ass moon', 'track', 'new music', 'warp', 'as if', 'dance-punk', 'rock', 'funk']"
Wavves,"""Flamezesz""",30-Jul-15,,"['new music', 'track', 'v', 'rock', 'surf punk', 'indie']"
Krallice,Ygg huur,30-Jul-15,,"['self-released', 'new music', 'loud rock', 'black metal', 'experimental', 'progressive', 'new york']"
Whitney,"""No Matter Where We Go""",30-Jul-15,,"['track', 'new music', 'lead riders', 'smith westerns', 'rock', 'indie', 'jangle pop']"
ManMan Savage,"""Takin Shots""",31-Jul-15,,"['track', 'new music', ""fool's gold"", 'rap', 'hip hop', 'atlanta']"
Mac DeMarco,Another One,31-Jul-15,7,"['mini', 'artv', 'captured tracks', 'pop', 'jangle', 'indie', '7/10']"
Mac DeMarco,Another One,31-Jul-15,7,"['mini', 'artv', 'captured tracks', 'pop', 'jangle', 'indie', '7/10']"
Albert Hammond Jr.,"""Don't Think Twice"" (Bob Dylan Cover)",31-Jul-15,,"['track', 'cover', 'bob dylan', 'momentary masters', 'vagrant', 'rock', 'indie']"
Albert Hammond Jr.,"""Don't Think Twice"" (Bob Dylan Cover)",31-Jul-15,,"['track', 'cover', 'bob dylan', 'momentary masters', 'vagrant', 'rock', 'indie']"
James Ferraro,"""Manhattan Future Ocean""",2-Aug-15,,"['track', 'new music', 'experimental', 'modern classical', 'poetry', 'sound collage', 'glitch', 'industrial', 'progressive electronic', 'spoken word', 'other']"
Wilco,Star Wars,3-Aug-15,6,"['self-released', 'rock', '6/10']"
Various Artists,The Music of the Now Age III,3-Aug-15,,"['music of the now age iii', 'compilation', 'new music', 'electronic', 'ambient', 'vaporwave']"
Various Artists,The Music of the Now Age III,3-Aug-15,,"['music of the now age iii', 'compilation', 'new music', 'electronic', 'ambient', 'vaporwave']"
FKA twigs,"""Figure 8""",3-Aug-15,,"['new music', 'pop', 'contemporary r&b']"
FKA twigs,"""Figure 8""",3-Aug-15,,"['new music', 'pop', 'contemporary r&b']"
"Jonathan Snipes, Daveed Diggs & Signor Benedick the Moor","""12:00am"" (Video)",3-Aug-15,,"['signor benedick the moor', 'clipping', 'true neutral crew', 'carlos lopez estrada', 'new music', 'track', 'video', '12:00am', 'hip hop', 'rap', 'experimental', 'industrial']"
Gnaw Their Tongues,"""Devoured""",3-Aug-15,,"['track', 'new music', 'netherlands', 'black metal', 'loud rock']"
Gnaw Their Tongues,"""Devoured""",3-Aug-15,,"['track', 'new music', 'netherlands', 'black metal', 'loud rock']"
Para One & The South African Youth Choir,Elevation,3-Aug-15,,"['elevation', 'track', 'ep', 'ed banger', 'france', 'electronic', 'acapella', 'house', 'remix', 'new music']"
Danny Brown + Clams Casino,"""Worth It""",3-Aug-15,,"['worth it', 'track', 'adult swim', 'single', 'new music', 'rap', 'hip hop']"
Danny Brown + Clams Casino,"""Worth It""",3-Aug-15,,"['worth it', 'track', 'adult swim', 'single', 'new music', 'rap', 'hip hop']"
FaltyDL,"""Rich Prick Poor Dick""",3-Aug-15,,"['ninja tune', 'track', '12""', 'single', 'brooklyn', 'electronic', 'techno', 'future garage', 'dance', 'new music']"
Glasses Malone,"""Thuggin'"" ft. Kendrick Lamar & Killer Mike",4-Aug-15,,"['kendrick lamar', 'killer mike', 'new music', 'track', 'hip hop', 'rap']"
Glasses Malone,"""Thuggin'"" ft. Kendrick Lamar & Killer Mike",4-Aug-15,,"['kendrick lamar', 'killer mike', 'new music', 'track', 'hip hop', 'rap']"
Pissgrave,Suicide Euphoria,4-Aug-15,7,"['profound lore', 'loud rock', 'death metal', '7/10']"
Chance the Rapper + Lil B,Free Based Freestyles Mixtape,5-Aug-15,,"['free', 'based', 'freestyles', 'mixtape', 'new music', 'rap', 'hip hop']"
Chance the Rapper + Lil B,Free Based Freestyles Mixtape,5-Aug-15,,"['free', 'based', 'freestyles', 'mixtape', 'new music', 'rap', 'hip hop']"
Lianne La Havas,Blood,5-Aug-15,8,"['nonesuch', 'pop', 'soul', '8/10']"
Ryan Hemsworth,"""Afterglow""",5-Aug-15,,"['Afterglow', 'electronic', 'chill', 'streaming']"
Ryan Hemsworth,"""Afterglow""",5-Aug-15,,"['Afterglow', 'electronic', 'chill', 'streaming']"
Wolf Eyes,"""Enemy Ladder""",5-Aug-15,,"['track', 'new music', 'third man', 'detroit', 'i am a problem: mind in pieces', 'noise', 'rock']"
Wolf Eyes,"""Enemy Ladder""",5-Aug-15,,"['track', 'new music', 'third man', 'detroit', 'i am a problem: mind in pieces', 'noise', 'rock']"
Elysia Crampton,American Drift,5-Aug-15,,"['new music', 'blueberry', 'electronic', 'sound collage', 'progressive crunk', 'digital cumbia', 'other']"
Elysia Crampton,American Drift,5-Aug-15,,"['new music', 'blueberry', 'electronic', 'sound collage', 'progressive crunk', 'digital cumbia', 'other']"
Verbal Kent,"""Suitcase Switch"" ft. Freddie Gibbs",5-Aug-15,,"['freddie gibbs', 'anesthesia', 'new music', 'track', 'hip hop', 'rap', 'mello music group']"
Clarence Clarity,"""Will to Believe"" (Video)",6-Aug-15,,"['track', 'video', 'no now', 'bella union', 'pop', 'contemporary r&b']"
Nah,Light as Fuck,6-Aug-15,,"['new music', 'hip hop', 'industrial']"
Nah,Light as Fuck,6-Aug-15,,"['new music', 'hip hop', 'industrial']"
Girl Band,"""Paul"" (Video)",6-Aug-15,,"['track', 'video', 'new music', 'rough trade', 'ireland', 'holding hands with jamie', 'rock', 'post-punk']"
Lee Scott,Butter Fly,6-Aug-15,6,"['high focus', 'uk', 'rap', 'hip hop', 'boom bap', '6/10']"
Lil Dicky,Professional Rapper,7-Aug-15,2,"['david burd', 'rap', 'hip hop', 'novelty', '2/10']"
Lil Dicky,Professional Rapper,7-Aug-15,2,"['david burd', 'rap', 'hip hop', 'novelty', '2/10']"
Myrkur,"""Mordet""",7-Aug-15,,"['track', 'new music', 'relapse', 'denmark', 'loud rock', 'black metal', 'atmospheric']"
Blondes,"""Persuasion""",7-Aug-15,,"['track', 'new music', 'rvng', 'electronic', 'techno', 'house']"
Ghost,"""Majesty""",7-Aug-15,,"['track', 'new music', 'sweden', 'meliora', 'rock', 'heavy metal', 'loma vista']"
Earl Sweatshirt,"""Off Top"" (Video)",7-Aug-15,,"['track', 'video', ""i don't like shit i don't go outside"", 'rap', 'hip hop']"
Mac Miller,"""100 Grandkids"" (Video)",7-Aug-15,,"['track', 'video', 'new music', 'go:od am', 'warner bros', 'rap', 'hip hop']"
The Super Nintendo Chalmers,Self-Titled,10-Aug-15,,"['ep', 'new music', 'self-released', 'new york', 'electronic', 'instrumental hip hop', 'lo-fi']"
