Artists,Album,Date,Year,Score,Tags,Genres
fuck buttons,SLOW FOCUS,25-Jul-13,2013,6,"['atp recordings', 'electronic neo-psych, drone, experimental indie techno']","electronic,techno,experimental"
holograms,FOREVER,4-Sep-13,2013,6,"['captured tracks', 'post-punk, synth punk']",punk
jay,Z - MAGNA CARTA... HOLY GRAIL,9-Jul-13,2013,6,"['roc nation', 'east coast hip hop, pop rap, trap rap']","hip hop,pop"
lady gaga,ART POP,15-Nov-13,2013,6,"['pop', 'singer-songwriter', 'pop rock', 'country', 'electropop']","pop,rock,singer-songwriter,country"
little women,LUNG,8-May-13,2013,6,"['aum fidelity', 'avant-garde jazz, noise rock, math rock']","jazz,rock"
locrian,RETURN TO ANNIHILATION,28-Jun-13,2013,6,"['relapse records', 'black metal, noise, experimental rock, drone, dark ambient, post-rock']","ambient,rock,metal,experimental"
mac miller,WATCHING MOVIES WITH THE SOUND OFF,22-Jun-13,2013,6,"['rostrum', 'cloud rap, pop rap, hip hop, swag rapsz, mac miller-core, texture beatz']","hip hop,pop"
mgmt,MGMT ,19-Sep-13,2013,6,"['columbia', 'psychedelic pop, neo-psychedelia, fuzzyness']","pop,psychedelic"
nine inch nails,HESITATION MARKS,9-Sep-13,2013,6,"['columbia', 'electro-industrial, industrial rock']",rock
no age,AN OBJECT,17-Aug-13,2013,6,"['sub pop', 'art punk, noise rock, post-punk, lo-fi rock']","pop,rock,punk"
oneohtrix point never,R PLUS SEVEN,1-Oct-13,2013,6,"['warp records', 'progressive synth, post-new age, plunderphonics, ambient, vaporwave']",ambient
oranssi pazuzu,VELONIELU,14-Oct-13,2013,6,"['20 buck spin', 'black metal, psychedelic rock, heavy psych, blackened psych']","rock,metal,psychedelic"
phosphorescent,MUCHACHO,18-Apr-13,2013,6,"['dead oceans', 'americana, alt-country, folk, neo folk']","folk,country"
pusha t,MY NAME IS MY NAME,9-Oct-13,2013,6,"['g.o.o.d. music', 'gangsta rap, hardcore hip hop, pop rap, industrial hip hop, southern hip hop, future trap']","hip hop,pop"
r.a. the rugged man,LEGENDS NEVER DIE,4-May-13,2013,6,"['nature sounds', 'east coast hip hop, hardcore hip hop']",hip hop
rhye,WOMAN,19-Mar-13,2013,6,"['polydor', 'sophisti-pop, indie pop, jazz pop, contemporary r&b, soul']","pop,r&b,soul,jazz"
sisu,BLOOD TEARS,4-Nov-13,2013,6,"['mono prisim', 'synth pop, post-punk']","pop,punk"
the flaming lips,THE TERROR,11-Apr-13,2013,6,"['warner bros.', 'neo-psychedelia, experimental rock, dream pop, ambient pop, kraut rock, space rock']","pop,ambient,rock,experimental"
tomahawk,ODDFELLOWS,31-Jan-13,2013,6,"['ipecac', 'experimental rock, alternative rock, mr. bungle vibes, patton-core']","rock,experimental"
toxic holocaust,CHEMISTRY OF CONSCIOUSNESS,28-Oct-13,2013,6,"['relapse records', 'thrash metal, crust punk, hardcore punk, d-beat, crossover thrash']","punk,metal"
"tyler, the creator",WOLF,2-Apr-13,2013,6,"['self-released', 'west coast hip hop, jazz rap, west coast hip hop']","hip hop,jazz"
veronica falls,WAITING FOR SOMETHING TO HAPPEN,13-Feb-13,2013,6,"['slumberland records', 'jangle pop, twee pop']",pop
washed out,PARACOSM,15-Aug-13,2013,6,"['sub pop', 'dream pop, neo-psychedelia, chillwave, synth pop, dream reggae']",pop
wavves,AFRAID OF HEIGHTS,1-Apr-13,2013,6,"['mom + pop', 'pop punk, garage rock, alternative rock, grunge']","pop,rock,punk"
agalloch,THE SERPENT & THE SPHERE,14-May-14,2014,6,"['profound lore', 'black metal, folk, dark folk, atmospheric black metal']","metal,folk"
aphex twin,SYRO,26-Sep-14,2014,6,"['warp records', 'idm, drum and bass', 'dance']",dance
arca,XEN,6-Nov-14,2014,6,"['mute records', 'progressive electronic, minimal synth, glitch']",electronic
beyonce,BEYONCE ,8-Jan-14,2014,6,"['columbia', 'pop, contemporary r&b, synth funk, neo-soul']","pop,r&b,soul,funk"
big k.r.i.t.,CADILLACTICA,7-Nov-14,2014,6,"['def jam', 'southern hip hop, pop rap']","hip hop,pop"
black milk,IF THERE'S A HELL BELOW,3-Nov-14,2014,6,"['computer ugly', 'hip hop']",hip hop
blonde redhead,Barragan,4-Sep-14,2014,6,"['self-released', 'indie pop, dream pop']",pop
blu,GOOD TO BE HOME,5-Jun-14,2014,6,"['nature sounds', 'jazz rap, west coast hip hop, g-funk,']","hip hop,jazz,funk"
bones,GARBAGE,15-Jun-14,2014,6,"['self-released', 'cloud rap, trap rap, gothic hip hop, horrorcore']",hip hop
caribou,OUR LOVE,14-Oct-14,2014,6,"['merge', 'dance-pop, kinda edm, microhouse, house, chillwave vibes, tech house']","pop,dance,house"
caustic window,CAUSTIC WINDOW ,23-Jun-14,2014,6,"['internet', 'idm, acid techno, acid house, ambient techno,']","house,techno,ambient"
clark,CLARK ,2-Dec-14,2014,6,"['warp records', 'idm, glitch, techno, tech house, ambient techno']","house,techno,ambient"
cloud nothings,HERE AND NOWHERE ELSE,8-Apr-14,2014,6,"['carpark records', 'indie rock, post-hardcore, noise rock']",rock
code orange,I AM KING,1-Sep-14,2014,6,"['deathwish inc.', 'hardcore punk, metalcore, sludgecore, balloucore']","punk,metal"
common,NOBODY SMILING,1-Aug-14,2014,6,"['g.o.o.d. music', 'conscious hip hop, pop rap']","hip hop,pop"
death from above 1979,THE PHYSICAL WORLD,10-Sep-14,2014,6,"['last gang', 'dance-punk, punk rock, noise rock']","dance,rock,punk"
earth,PRIMITIVE AND DEADLY,20-Sep-14,2014,6,"['southern lord', 'stoner rock, psychedelic rock, doom metal']","rock,metal,psychedelic"
eyehategod,EYEHATEGOD ,30-May-14,2014,6,"['century media', 'sludge metal, hardcore punk, doom metal']","punk,metal"
how to dress well,WHAT IS THIS HEART?,29-Jul-14,2014,6,"['weird world', 'contemporary r&b, ambient pop, dream pop']","pop,r&b,ambient"
iamamiwhoami,BLUE,16-Nov-14,2014,6,"['to whom it may concern', 'synth pop, electropop']",pop
isaiah rashad,CILVIA DEMO,10-Feb-14,2014,6,"['top dawg entertainment', 'hip hop, pop rap, conscious hip hop, southern rap']","hip hop,pop"
j. cole,2014 FOREST HILLS DRIVE,8-Dec-14,2014,6,"['roc nation', 'hip hop, pop rap, smooth rap, nothing was the same-core, r&b-ish']","hip hop,pop,r&b"
joyce manor,NEVER HUNGOVER AGAIN,29-Jul-14,2014,6,"['epitaph records', 'pop punk, emo, punk rock']","pop,rock,punk"
kayo dot,COFFINS ON IO,8-Nov-14,2014,6,"['the flenser', 'progressive rock, darkwave, goth rock']",rock
lee bannon,ALTERNATE,14-Jan-14,2014,6,"['endings', 'ninjatune', 'jungle, drum and bass, breakbeat', 'dance', 'electronic']","electronic,dance"
little dragon,NABUMA RUBBERBAND,15-May-14,2014,6,"['republic', 'electropop, art pop, synth pop, softpop, contemporary r&b']","pop,r&b"
logic,UNDER PRESSURE,24-Oct-14,2014,6,"['def jam', 'pop rap, conscious hip hop']","hip hop,pop"
lord mantis,DEATH MASK,28-Apr-14,2014,6,"['profound lore', 'sludge metal, doom metal, noise metal, black metal']",metal
lykke li,I NEVER LEARN,9-May-14,2014,6,"['atlantic', 'indie pop, chamber pop, singer-songwriter']","pop,singer-songwriter"
mac miller,FACE,13-May-14,2014,6,"['self-released', 'cloud rap, trap rap, pop rap, jazz rap', 'hip hop']","hip hop,pop,jazz"
mo,NO MYTHOLOGIES TO FOLLOW,3-Apr-14,2014,6,"['sony music', 'electropop, synth pop, indietronica']",pop
mogwai,RAVE TAPES,22-Jan-14,2014,6,"['rock action', 'post-rock, progressive synth, progressive rock, instrumental rock with electronic fusion magic']","electronic,rock"
nocando,JIMMY THE BURNOUT,2-Apr-14,2014,6,"['hellfyre club', 'west coast hip hop, abstract hip hop, hellfyre hip hop']",hip hop
pallbearer,FOUNDATIONS OF BURDEN,26-Aug-14,2014,6,"['profound lore', 'traditional doom metal']",metal
panda bear,MR. NOAH,29-Oct-14,2014,6,"['domino records', 'neo-psychedelia, electronic, psychedelic pop']","pop,electronic,psychedelic"
pink floyd,THE ENDLESS RIVER,20-Nov-14,2014,6,"['parlophone', 'art rock, ambient, new age rock magic']","ambient,rock"
"scott walker<,>sunn o)))",SOUSED,22-Oct-14,2014,6,"['4ad', 'drone metal, experimental rock, dark ambient']","ambient,rock,metal,experimental"
sharon van etten,ARE WE THERE,29-May-14,2014,6,"['jagjaguwar', 'singer-songwriter, indie folk']","singer-songwriter,folk"
shellac,DUDE INCREDIBLE,7-Oct-14,2014,6,"['touch and go', 'post-hardcore, math rock, noise rock']",rock
sleaford mods,DIVIDE & EXIT,2-May-14,2014,6,"['harbinger sound', 'post-punk, shouted word']",punk
"sunn o)))<,>ulver",TERRESTRIALS,25-Feb-14,2014,6,"['self-released', 'drone metal, doom metal, dark jazz,']","jazz,metal"
the bug,ANGELS & DEVILS,5-Sep-14,2014,6,"['ninja tune', 'dubstep, trap, ambient, grime, idm, dancehall, industrial hip hop']","hip hop,dance,ambient"
the hotelier,"HOME, LIKE NOPLACE IS THERE",21-Apr-14,2014,6,"['self-released', 'emo, midwest emo', 'rock']",rock
thom yorke,TOMORROW'S MODERN BOXES,4-Oct-14,2014,6,"['self-released', 'art pop, glitch pop, ambient pop, microhouse']","pop,house,ambient"
todd terje,IT'S ALBUM TIME,10-Apr-14,2014,6,"['olsen', 'nu-disco, house, electrodisco, funky synth house magic, vintage dance jams']","dance,house,funk"
tv on the radio,SEEDS,24-Nov-14,2014,6,"['harvest', 'indie rock, indie pop, indietronica, art rock']","pop,rock"
ty segall,MANIPULATOR,30-Aug-14,2014,6,"['drag city', 'psychedelic rock, garage rock, garage punk']","rock,punk,psychedelic"
tycho,AWAKE,23-Mar-14,2014,6,"['ghostly', 'downtempo, ambient pop, instrumental smooth rock, maybe post-rock at moments, electronic relaxation']","pop,electronic,ambient,rock"
wreck and reference,WANT,7-Jul-14,2014,6,"['the flenser', ""experimental rock, noise, drone, some kind of weird and dark metal music that isn't really metal but is also amazingly dark""]","rock,metal,experimental"
wu-tang clan,A BETTER TOMORROW,9-Dec-14,2014,6,"['warner bros.', 'hardcore hip hop, east coast hip hop']",hip hop
young fathers,DEAD,30-Jan-14,2014,6,"['anticon', 'experimental hip hop, uk hip hop, abstract hip hop, lo-fi soul mixed with african rhythms']","hip hop,soul,experimental"
zammuto,ANCHOR,1-Sep-14,2014,6,"['temporary residence ltd.', 'folktronica, art pop, art rock']","pop,rock,folk"
zelooperz,HELP,18-Jun-14,2014,6,"['self-released', 'trap rap, hardcore hip hop, scream raps, maximum death swag, bruiser']",hip hop
jim o'rourke,Simple Songs,20-Jun-15,2015,6,"['6/10', 'sacred bones', 'electronic', 'drone', 'idm', 'noise', 'progressive electronic']",electronic
jim o'rourke,SIMPLE SONGS,18-May-15,2015,6,"['drag city', 'singer-songwriter, baroque pop, piano rock']","pop,rock,singer-songwriter"
alex g,Beach Music,14-Oct-15,2015,6,"['domino', 'singer-songwriter', 'rock', 'lo-fi indie', '6/10']","rock,singer-songwriter"
anna von hausswolff,The Miraculous,19-Nov-15,2015,6,"['pomperipossa', 'sweden', 'singer-songwriter', 'experimental rock', 'drone', 'other', '6/10']","rock,experimental,singer-songwriter"
arca,Mutant,25-Nov-15,2015,6,"['mute', 'electronic', 'abstract', 'progressive', 'idm', 'glitch', '6/10']",electronic
"badbadnotgood<,>ghostface killah",SOUR SOUL,17-Feb-15,2015,6,"['lex records', 'hardcore hip hop, jazz rap']","hip hop,jazz"
battles,La Di Da Di,18-Sep-15,2015,6,"['warp', 'rock', 'instrumental', 'experimental', 'math rock', '6/10']","rock,experimental"
beach house,Depression Cherry,21-Aug-15,2015,6,"['sub pop', 'pop', 'dream', 'shoegaze', '6/10']",pop
belle and sebastian,GIRLS IN PEACETIME WANT TO DANCE,21-Jan-15,2015,6,"['matador', 'baroque pop, dance pop, synth pop']","pop,dance"
black breath,Slaves Beyond Death,4-Oct-15,2015,6,"['southern lord', 'loud rock', 'thrash metal', ""death 'n' roll"", '6/10']","rock,metal"
blanck mass,DUMB FLESH,15-May-15,2015,6,"['sacred bones', 'electronic, drone, idm, noise, progressive electronic']",electronic
busdriver,Thumbs,12-Nov-15,2015,6,"['mixtape', 'hip hop', 'rap', 'abstract hip hop', '6/10']",hip hop
cavanaugh,Time and Materials,11-Dec-15,2015,6,"['serengeti', 'time and materials', 'mello music group', 'rap', 'hip hop', '6/10']",hip hop
deafheaven,New Bermuda,1-Oct-15,2015,6,"['anti', 'loud rock', 'black metal', 'atmospheric', 'post-rock', 'blackgaze', '6/10']","rock,metal"
denzel curry,32 ZEL,15-Jun-15,2015,6,"['planet shrooms', 'self-released', 'trap rap, cloud rap, hardcore hip hop, southern hip hop']",hip hop
denzel curry,32 Zel / Planet Shrooms,20-Jun-15,2015,6,"['planet shrooms', 'ep', 'self-released', 'trap rap', 'cloud rap', 'hip hop', '6/10']",hip hop
deradoorian,The Expanding Flower Planet,1-Sep-15,2015,6,"['anticon', 'pop', 'neo-psychedelia', 'freak folk', 'spectrum pulse', '6/10']","pop,folk"
disclosure,Caracal,8-Oct-15,2015,6,"['island', 'electronic', 'house', 'uk bass', 'contemporary r&b', '6/10']","r&b,electronic,house"
dr. yen lo,DAYS WITH DR YEN LO,25-May-15,2015,6,"['pavlov institute records', 'cloud rap?, spoken hop, gritty eerie lyrical east coast raps, ghost raps', 'hip hop']",hip hop
"drake<,>future",What a Time to Be Alive,24-Sep-15,2015,6,"['what a time to be alive', 'mixtape', 'cash money', 'rap', 'hip hop', 'trap', 'collaboration', '6/10']",hip hop
earl sweatshirt,"I DON'T LIKE SHIT, I DON'T GO OUTSIDE, 2015",28-Mar-15,2015,6,"['tan cressida', 'abstract hip hop, hardcore hip hop, cloud rap, sad hip hop, dark depressing hop']",hip hop
earl sweatshirt,"I Don't Like Shit, I Don't Go Outside",20-Jun-15,2015,6,"['6/10', 'tan cressida', 'abstract hip hop', 'hardcore hip hop', 'cloud rap']",hip hop
erykah badu,But You Caint Use My Phone,9-Dec-15,2015,6,"['mixtape', 'motown', 'pop', 'soul', 'contemporary r&b', 'pop rap', 'neo-soul', '6/10', 'hip hop']","hip hop,pop,r&b,soul"
faith no more,SOL INVICTUS,19-May-15,2015,6,"['reclamation!', 'alternative metal, alternative rock']","rock,metal"
future,DS2,21-Jul-15,2015,6,"['dirty sprite 2', 'epic', 'rap', 'hip hop', 'southern', 'trap', '6/10']",hip hop
godspeed you! black emperor,"ASUNDER, SWEET AND OTHER DISTRESS",25-Mar-15,2015,6,"['constellation records', 'post-rock, experimental rock']","rock,experimental"
grave babies,Holographic Violence,11-Aug-15,2015,6,"['hardly art', 'rock', 'post-punk', 'gothic', 'alternative metal', '6/10']","rock,punk,metal"
holly herndon,PLATFORM,14-May-15,2015,6,"['4ad', 'art pop, electronic, idm, glitch pop, amsr']","pop,electronic"
hot chip,WHY MAKE SENSE?,31-May-15,2015,6,"['domino records', 'synth pop, indietronic, deep house, electo house']","pop,house"
iron maiden,The Book of Souls,9-Sep-15,2015,6,"['bmg', 'loud rock', 'heavy metal', '6/10']","rock,metal"
jay rock,90059,15-Sep-15,2015,6,"['top dawg entertainment', 'hip hop', 'rap', '6/10']",hip hop
king los,"God, Money, War",1-Jul-15,2015,6,"['baltimore', 'rca', 'hip hop', 'rap', 'east coast', '6/10']",hip hop
krallice,Ygg Huur,3-Sep-15,2015,6,"['self-released', 'loud rock', 'black metal', 'atmospheric', 'progressive', '6/10']","rock,metal"
kurt vile,B'lieve I'm Goin Down...,6-Oct-15,2015,6,"['matador', 'singer-songwriter', 'folk', 'rock', '6/10']","rock,singer-songwriter,folk"
lee scott,Butter Fly,6-Aug-15,2015,6,"['high focus', 'uk', 'rap', 'hip hop', 'boom bap', '6/10']",hip hop
logic,The Incredible True Story,17-Nov-15,2015,6,"['def jam', 'rap', 'hip hop', 'east coast', '6/10']",hip hop
marching church,THIS WORLD IS NOT ENOUGH,23-Apr-15,2015,6,"['sacred bones', 'post-punk, noise rock, experimental rock, art punk']","rock,punk,experimental"
marching church,This World Is Not Enough,20-Jun-15,2015,6,"['sacred bones', '6/10', 'denmark', 'post-punk', 'noise rock', 'experimental rock', 'art punk']","rock,punk,experimental"
marilyn manson,THE PALE EMPEROR,16-Jan-15,2015,6,"['cooking vinyl', 'alternative rock, acoustic rock']",rock
matana roberts,COIN COIN CHAPTER 3: RIVER RUN THEE,5-Feb-15,2015,6,"['constellation records', 'drone, spiritual jazz']",jazz
matana roberts,Coin Coin Chapter 3: River Run Thee,6-Feb-15,2015,6,"['drone', 'jazz', 'matana roberts', 'spiritual', '6/10']",jazz
mick jenkins,Wave[s],17-Aug-15,2015,6,"['ep', 'cinematic music group', 'hip hop', 'rap', '6/10']",hip hop
mount eerie,SAUNA,29-Jan-15,2015,6,"['p.w. elverum & sun', 'lo-fi, avant-folk, drone, ambient']","ambient,folk"
myrkur,M,15-Sep-15,2015,6,"['relapse', 'loud rock', 'black metal', '6/10']","rock,metal"
new order,Music Complete,15-Oct-15,2015,6,"['mute', 'pop', 'new wave', 'synthpop', '6/10']",pop
of montreal,AUREATE GLOOM,16-Mar-15,2015,6,"['polyvinyl', 'psychedelic rock, hard rock, glam rock, pop rock, garage rock, indie rock']","pop,rock,psychedelic"
of montreal,Aureate Gloom,20-Jun-15,2015,6,"['6/10', 'athens', 'georgia', 'polyvinyl', 'psychedelic rock', 'hard rock', 'glam rock', 'experimental pop', 'garage rock', 'indie rock']","pop,rock,psychedelic,experimental"
pile,YOU'RE BETTER THAN THIS,5-Mar-15,2015,6,"['exploding in sound records', 'indie rock, post-hardcore']",rock
pile,You're Better Than This,20-Jun-15,2015,6,"[""you're better than this"", '6/10', 'exploding in sound', 'indie rock', 'post-hardcore']",rock
pond,"MAN, IT FEELS LIKE SPACE AGAIN",12-Feb-15,2015,6,"['modular', 'psychedelic pop, garage rock, neo-psych, psychedelic pop']","pop,rock,psychedelic"
revenge,Behold.Total.Rejection,16-Nov-15,2015,6,"['season of mist', 'loud rock', 'grindcore', 'death metal', 'war', '6/10']","rock,metal"
screaming females,ROSE MOUNTAIN,23-Feb-15,2015,6,"['don giovanni records', 'indie rock, punk rock']","rock,punk"
shlohmo,DARK RED,8-Apr-15,2015,6,"['true panther sounds', 'trap, wonky, horror synth, clou rap (w', 'no raps), synthetic gloom', 'hip hop']",hip hop
squarepusher,DAMOGEN FURIES,20-Apr-15,2015,6,"['warp', 'electronic', ""drill 'n' bass"", 'drum and bass', 'glitch', 'idm', 'ambient', '7/10']","electronic,ambient"
steven wilson,Hand. Cannot. Erase.,20-Jun-15,2015,6,"['6/10', 'kscope', 'progressive rock', 'art rock', 'pop rock']","pop,rock"
steven wilson,HAND. CANNOT. ERASE.,11-Mar-15,2015,6,"['kscope', 'progressive rock, art rock, pop rock']","pop,rock"
sun kil moon,UNIVERSAL THEMES,9-Jun-15,2015,6,"['caldo verde', 'singer-songwriter, slowcore, folk rock, contemporary folk, musical stories, spoken word']","rock,singer-songwriter,folk"
sunn o))),Kannon,2-Dec-15,2015,6,"['southern lord', 'loud rock', 'drone', 'metal', 'doom', '6/10']","rock,metal"
the front bottoms,Back on Top,29-Sep-15,2015,6,"['fueled by ramen', 'rock', 'pop punk', 'emo', '6/10']","pop,rock,punk"
the game,The Documentary 2,10-Oct-15,2015,6,"['blood money', 'entertainment one', 'rap', 'hip hop', 'gangsta', 'west coast', 'luke james', '6/10']",hip hop
the libertines,Anthems for Doomed Youth,17-Sep-15,2015,6,"['virgin emi', 'uk', 'rock', 'indie', 'garage rock', 'daily guru', '6/10']",rock
the tallest man on earth,DARK BIRD IS HOME,10-May-15,2015,6,"['dead oceans', 'indie folk, folk pop, singer-songwriter']","pop,singer-songwriter,folk"
thee oh sees,Mutilator Defeated At Last,20-Jun-15,2015,6,"['castle face', 'rock', 'indie', '6/10']",rock
thee oh sees,MUTILATOR DEFEATED AT LAST,5-Jun-15,2015,6,"['castle face', 'psych rock, noise rock, garage rock']",rock
thundercat,The Beyond / Where the Giants Roam,23-Jun-15,2015,6,"['where the giants roam', 'brainfeeder', 'jazz', 'neo-soul', 'other', '6/10']","soul,jazz"
ty dolla $ign,Free TC,22-Nov-15,2015,6,"['atlantic', 'hip hop', 'pop rap', 'contemporary r&b', 'trap', '6/10']","hip hop,pop,r&b"
vince staples,Summertime '06,25-Jun-15,2015,6,"['west coast', 'hip hop', 'rap', 'def jam', '6/10']",hip hop
wilco,Star Wars,3-Aug-15,2015,6,"['self-released', 'rock', '6/10']",rock
xibalba,TIERRA & LIBERTAD,30-Jan-15,2015,6,"['southern lord', 'metalcore, hardcore, beatdown hardcore, sludge metal']",metal
2 8 1 4,Rain Temple,5-Aug-16,2016,6,"['dream catalogue', 'ambient', 'downtempo', 'drone', 'ambient techno', 'vaporwave', 'electronic', '6/10']","electronic,techno,ambient"
anohni,Hopelessness,17-May-16,2016,6,"['secretly canadian', 'pop', 'art pop', 'glitch pop', '6/10']",pop
ash koosha,I AKA I,6-Apr-16,2016,6,"['ninja tune', 'electronic', 'glitch', 'wonky', 'idm', '6/10']",electronic
baauer,Aa,22-Mar-16,2016,6,"['luckyme', 'electronic', 'wonky', 'trap', '6/10', 'hip hop']","hip hop,electronic"
babyfather,"""BBF"" Hosted by DJ Escrow",12-Apr-16,2016,6,"['hyperdub', 'experimental', 'rap', 'hip hop', 'noise', 'grime', 'uk', 'spoken word', 'sound collage', 'other', '6/10']","hip hop,experimental"
babymetal,Metal Resistance,12-Apr-16,2016,6,"['ral', 'sony', 'loud rock', 'j-pop', 'heavy metal', '6/10', 'digibro']","pop,rock,metal"
blood orange,Freetown Sound,4-Jul-16,2016,6,"['domino', 'pop', 'synthpop', 'contemporary r&b', 'synth funk', '6/10']","pop,r&b,funk"
bones,PaidProgramming2,3-Aug-16,2016,6,"['mixtape', 'teamsesh', 'rap', 'hip hop', 'cloud rap', 'goth', 'trap', '6/10']",hip hop
boots,AQUE�RIA,15-Jan-16,2016,6,"['columbia', 'alternative r&b', 'pop', 'trip hop', '6/10']","pop,r&b"
