Artists,Album,Date,Year,Score,Tags,Genres
of montreal,Aureate Gloom,20-Jun-15,2015,6,"['6/10', 'athens', 'georgia', 'polyvinyl', 'psychedelic rock', 'hard rock', 'glam rock', 'experimental pop', 'garage rock', 'indie rock']","pop,rock,psychedelic,experimental"
pile,You're Better Than This,20-Jun-15,2015,6,"[""you're better than this"", '6/10', 'exploding in sound', 'indie rock', 'post-hardcore']",rock
steven wilson,Hand. Cannot. Erase.,20-Jun-15,2015,6,"['6/10', 'kscope', 'progressive rock', 'art rock', 'pop rock']","pop,rock"
thee oh sees,Mutilator Defeated At Last,20-Jun-15,2015,6,"['castle face', 'rock', 'indie', '6/10']",rock
adventures,Supersonic Home,20-Jun-15,2015,7,"['7/10', 'run for cover', 'power pop', 'emo', 'indie pop', 'indie rock']","pop,rock"
billy woods,"Today, I Wrote Nothing",20-Jun-15,2015,7,"['new york', '7/10', 'backwoodz studioz', 'hardcore hip hop', 'abstract hip hop']",hip hop
florence + the machine,"How Big, How Blue, How Beautiful",20-Jun-15,2015,7,"['island', 'pop', '7/10']",pop
jamie xx,In Colour,20-Jun-15,2015,7,"['young turks', 'deep house', 'uk bass', 'future garage', 'electronic', '7/10']","electronic,house"
laura marling,Short Movie,20-Jun-15,2015,7,"['7/10', 'ribbon', 'contemporary folk', 'singer-songwriter', 'folk rock', 'indie folk', 'psychedelic folk']","rock,psychedelic,singer-songwriter,folk"
lightning bolt,Fantasy Empire,20-Jun-15,2015,7,"['7/10', 'thrill jockey', 'rhode island', 'noise rock', 'neo-psychedelia', 'math rock', 'experimental rock']","rock,experimental"
liturgy,The Ark Work,20-Jun-15,2015,7,"['7/10', 'thrill jockey', 'experimental rock', 'transcendental black metal', 'progressive rock', 'electronic']","electronic,rock,metal,experimental"
peste noire,La Chaise-Dyable,20-Jun-15,2015,7,"['7/10', 'la mesnie herlequin', 'black metal', 'folk', 'loud rock']","rock,metal,folk"
sufjan stevens,Carrie & Lowell,20-Jun-15,2015,7,"['7/10', 'asthmatic kitty', 'singer-songwriter', 'contemporary folk', 'indie folk', 'chamber folk']","singer-songwriter,folk"
swain,Heavy Dancing EP,20-Jun-15,2015,7,"['swain', 'heavy dancing', 'ep', '7/10', 'ruins records', 'hardcore punk', 'grunge']",punk
toro y moi,What For?,20-Jun-15,2015,7,"['7/10', 'car park', 'disco', 'indie pop', 'lo-fi', 'psychedelic pop']","pop,psychedelic"
tribulation,The Children of the Night,20-Jun-15,2015,7,"['sweden', '7/10', 'century media', 'black metal', 'heavy metal', 'death metal', 'thrash metal']",metal
alabama shakes,Sound & Color,20-Jun-15,2015,8,"['8/10', 'ato', 'southern rock', 'soul', 'garage rock']","soul,rock"
ash koosha,GUUD,20-Jun-15,2015,8,"['olde english spelling bee', 'electronic', 'experimental', '8/10']","electronic,experimental"
clarence clarity,No Now,20-Jun-15,2015,8,"['no now', '8/10', 'bella union', 'alternative r&b', 'experimental pop', 'psychedelic pop', 'glitch']","pop,r&b,psychedelic,experimental"
colin stetson and sarah neufeld,Never Were the Way She Was,20-Jun-15,2015,8,"['never were the way she was', '8/10', 'constellation', 'other', 'experimental', 'modern classical', 'post-minimalism']",experimental
drake,"If You're Reading This, It's Too Late",20-Jun-15,2015,8,"[""if you're reading this it's too late"", 'ymcmb', 'pop rap', 'contemporary r&b', '8/10', 'hip hop']","hip hop,pop,r&b"
high on fire,Luminiferous,20-Jun-15,2015,8,"['eone', 'loud rock', 'stoner metal', '8/10']","rock,metal"
jeff rosenstock,We Cool?,20-Jun-15,2015,8,"['8/10', 'side one dummy', 'pop punk', 'indie rock', 'alt-country', 'singer-songwriter']","pop,rock,punk,singer-songwriter,country"
prurient,Frozen Niagara Falls,20-Jun-15,2015,8,"['profound lore', 'other', 'noise', 'progressive synth', 'dark ambient', 'death industrial', 'power electronics', 'electroacoustic', '8/10']","electronic,ambient"
the mountain goats,Beat The Champ,20-Jun-15,2015,8,"['8/10', 'merge', 'indie folk', 'singer-songwriter']","singer-songwriter,folk"
unknown mortal orchestra,Multi-Love,20-Jun-15,2015,8,"['jagjaguwar', 'pop', 'lo-fi', 'psychedelic soul', '8/10']","pop,soul,psychedelic"
your old droog,Kinison EP,20-Jun-15,2015,8,"['ep', 'new york', 'self-released', 'hardcore hip hop', 'east coast hip hop', 'rap', '8/10']",hip hop
death grips,The Powers That B,20-Jun-15,2015,9,"['niggas on the moon', 'jenny death', 'third worlds', '9/10', 'harvest', 'industrial hip hop', 'experimental hip hop', 'hardcore punk']","hip hop,punk,experimental"
ken mode,Success,22-Jun-15,2015,8,"['canada', 'season of mist', 'loud rock', 'sludge metal', 'post-hardcore', '8/10']","rock,metal"
thundercat,The Beyond / Where the Giants Roam,23-Jun-15,2015,6,"['where the giants roam', 'brainfeeder', 'jazz', 'neo-soul', 'other', '6/10']","soul,jazz"
lil ugly mane,Third Side of Tape,24-Jun-15,2015,8,"['compilation', 'self-released', 'richmond', 'hip hop', 'sound collage', 'other', '8/10']",hip hop
vince staples,Summertime '06,25-Jun-15,2015,6,"['west coast', 'hip hop', 'rap', 'def jam', '6/10']",hip hop
citizen,EVERYBODY IS GOING TO HEAVEN,26-Jun-15,2015,3,"['run for cover', 'alternative rock, emo, post-hardcore, grunge']",rock
czarface,Every Hero Needs a Villain,26-Jun-15,2015,8,"['esoteric', 'inspectah deck', 'hip hop', 'rap', 'boom bap', 'brick', '8/10', 'every hero needs a villain']",hip hop
desaparecidos,Payola,30-Jun-15,2015,5,"['conor oberst', 'epitaph', 'rock', 'post-hardcore', 'emo', '5/10']",rock
king los,"God, Money, War",1-Jul-15,2015,6,"['baltimore', 'rca', 'hip hop', 'rap', 'east coast', '6/10']",hip hop
refused,Freedom,2-Jul-15,2015,4,"['epitaph', 'post-hardcore', 'rock', 'glam', '4/10']",rock
meek mill,Dreams Worth More Than Money,3-Jul-15,2015,7,"['mmg', 'hip hop', 'pop rap', 'trap', 'philadelphia', '7/10']","hip hop,pop"
miguel,Wildheart,6-Jul-15,2015,5,"['rca', 'pop', 'contemporary r&b', '5/10']","pop,r&b"
the internet,Ego Death,9-Jul-15,2015,5,"['odd future', 'neo-soul', 'contemporary r&b', 'pop', '5/10']","pop,r&b,soul"
lil wayne,FWA,10-Jul-15,2015,4,"['free weezy tidal', 'hip hop', 'rap', '4/10']",hip hop
tame impala,Currents,14-Jul-15,2015,7,"['7/10', 'pop', 'neo-psychedelia', 'interscope']",pop
everything everything,Get to Heaven,15-Jul-15,2015,8,"['rca', 'uk', '8/10', 'pop', 'art rock']","pop,rock"
ratatat,Magnifique,16-Jul-15,2015,7,"['electronic', 'electro rock', 'instrumental pop', 'xl', '7/10']","pop,electronic,rock"
"ghostface killah<,>adrian younge",Twelve Reasons to Die II,17-Jul-15,2015,7,"['twelve reasons to die ii', 'linear labs', 'hip hop', 'rap', 'east coast', '7/10']",hip hop
future,DS2,21-Jul-15,2015,6,"['dirty sprite 2', 'epic', 'rap', 'hip hop', 'southern', 'trap', '6/10']",hip hop
the chemical brothers,Born in the Echoes,21-Jul-15,2015,7,"['virgin', 'emi', 'electronic', 'big beat', 'house', 'techno', 'dance pop', '7/10']","pop,electronic,dance,house,techno"
corpo-mente,Corpo-Mente,23-Jul-15,2015,7,"['blood music', 'neo-folk', 'neo-classical', 'trip hop', 'avant-garde metal', 'opera', '7/10', 'other']","metal,folk"
rp boo,"Fingers, Bank Pads & Shoeprints",23-Jul-15,2015,7,"['planet mu', 'electronic', 'juke', 'footwork', '7/10']",electronic
quelle chris,Innocent Country,24-Jul-15,2015,7,"['mello music group', 'chris keys', 'detroit', 'hip hop', 'rap', '7/10']",hip hop
injury reserve,Live from the Dentist Office,27-Jul-15,2015,8,"['mixtape', 'arizona', 'hip hop', 'rap', '8/10']",hip hop
hopsin,Pound Syndrome,28-Jul-15,2015,3,"['funk volume', 'hip hop', 'rap', '3/10']","hip hop,funk"
sleaford mods,Key Markets,29-Jul-15,2015,8,"['harbinger sound', 'post-punk', 'rock', 'minimal wave', 'spoken word', '8/10']","rock,punk"
titus andronicus,The Most Lamentable Tragedy,30-Jul-15,2015,4,"['merge', 'rock', 'punk', 'indie', 'rock opera', '4/10']","rock,punk"
mac demarco,Another One,31-Jul-15,2015,7,"['mini', 'artv', 'captured tracks', 'pop', 'jangle', 'indie', '7/10']",pop
wilco,Star Wars,3-Aug-15,2015,6,"['self-released', 'rock', '6/10']",rock
pissgrave,Suicide Euphoria,4-Aug-15,2015,7,"['profound lore', 'loud rock', 'death metal', '7/10']","rock,metal"
lianne la havas,Blood,5-Aug-15,2015,8,"['nonesuch', 'pop', 'soul', '8/10']","pop,soul"
lee scott,Butter Fly,6-Aug-15,2015,6,"['high focus', 'uk', 'rap', 'hip hop', 'boom bap', '6/10']",hip hop
lil dicky,Professional Rapper,7-Aug-15,2015,2,"['david burd', 'rap', 'hip hop', 'novelty', '2/10']",hip hop
grave babies,Holographic Violence,11-Aug-15,2015,6,"['hardly art', 'rock', 'post-punk', 'gothic', 'alternative metal', '6/10']","rock,punk,metal"
dr. dre,Compton: A Soundtrack,11-Aug-15,2015,7,"['a soundtrack', 'aftermath', 'interscope', 'hip hop', 'rap', 'west coast', '7/10']",hip hop
cattle decapitation,The Anthropocene Extinction,13-Aug-15,2015,8,"['metal blade', 'loud rock', 'deathgrind', '8/10']","rock,metal"
cattle decapitation,The Anthropocene Extinction,13-Aug-15,2015,8,"['metal blade', 'loud rock', 'deathgrind', '8/10']","rock,metal"
fka twigs,M3LL155X,14-Aug-15,2015,9,"['young turks', 'uk', 'pop', 'contemporary r&b', 'art', 'm3ll155x', '9/10']","pop,r&b"
health,Death Magic,17-Aug-15,2015,5,"['loma vista', 'electronic', 'noise pop', 'dance', 'synth punk', '5/10']","pop,electronic,dance,punk"
mick jenkins,Wave[s],17-Aug-15,2015,6,"['ep', 'cinematic music group', 'hip hop', 'rap', '6/10']",hip hop
ghost,Meliora,19-Aug-15,2015,9,"['loma vista', 'loud rock', 'heavy metal', 'progressive rock', '9/10']","rock,metal"
beach house,Depression Cherry,21-Aug-15,2015,6,"['sub pop', 'pop', 'dream', 'shoegaze', '6/10']",pop
carly rae jepsen,Emotion,24-Aug-15,2015,7,"['interscope', 'pop', 'dance', 'synth', '7/10']","pop,dance"
the weeknd,Beauty Behind the Madness,26-Aug-15,2015,5,"['xo', 'republic', 'pop', 'contemporary r&b', '5/10']","pop,r&b"
dope body,Kunk,26-Aug-15,2015,7,"['drag city', 'baltimore', 'rock', 'post-hardcore', 'noise rock', 'free improvisation', '7/10']",rock
deradoorian,The Expanding Flower Planet,1-Sep-15,2015,6,"['anticon', 'pop', 'neo-psychedelia', 'freak folk', 'spectrum pulse', '6/10']","pop,folk"
foals,What Went Down,3-Sep-15,2015,5,"['warner', 'uk', 'rock', 'post-punk', 'indie pop', '5/10']","pop,rock,punk"
krallice,Ygg Huur,3-Sep-15,2015,6,"['self-released', 'loud rock', 'black metal', 'atmospheric', 'progressive', '6/10']","rock,metal"
miley cyrus,Miley Cyrus & Her Dead Petz,4-Sep-15,2015,1,"['mike will made it', 'dead petz', 'self-released', 'pop', 'neo-psychedelia', '1/10']",pop
travis scott,Rodeo,7-Sep-15,2015,8,"['grand hustle', 'hip hop', 'rap', 'trap', 'southern', '8/10']",hip hop
dâm-funk,Invite the Light,8-Sep-15,2015,7,"['stones throw', 'pop', 'synth funk', 'contemporary r&b', 'wonky', '7/10']","pop,r&b,funk"
iron maiden,The Book of Souls,9-Sep-15,2015,6,"['bmg', 'loud rock', 'heavy metal', '6/10']","rock,metal"
the wonder years,No Closer to Heaven,10-Sep-15,2015,5,"['hopeless', 'rock', 'emo', 'pop punk', '5/10']","pop,rock,punk"
fidlar,Too,11-Sep-15,2015,4,"['mom + pop', 'rock', 'garage punk', '4/10']","pop,rock,punk"
jay rock,90059,15-Sep-15,2015,6,"['top dawg entertainment', 'hip hop', 'rap', '6/10']",hip hop
myrkur,M,15-Sep-15,2015,6,"['relapse', 'loud rock', 'black metal', '6/10']","rock,metal"
whitey morgan and the 78's,Sonic Ranch,16-Sep-15,2015,7,"['sonic ranch', 'self-released', 'country', 'outlaw', 'singer-songwriter', 'other', '7/10']","singer-songwriter,country"
the libertines,Anthems for Doomed Youth,17-Sep-15,2015,6,"['virgin emi', 'uk', 'rock', 'indie', 'garage rock', 'daily guru', '6/10']",rock
battles,La Di Da Di,18-Sep-15,2015,6,"['warp', 'rock', 'instrumental', 'experimental', 'math rock', '6/10']","rock,experimental"
the underachievers,Evermore: The Art of Duality,21-Sep-15,2015,8,"['art of duality', 'rpm msc', 'hip hop', 'rap', 'east coast', 'conscious', '8/10']",hip hop
mac miller,GO:OD AM,22-Sep-15,2015,7,"['warner bros', 'rap', 'hip hop', '7/10']",hip hop
lana del rey,Honeymoon,23-Sep-15,2015,5,"['polydor', 'pop', '5/10']",pop
"drake<,>future",What a Time to Be Alive,24-Sep-15,2015,6,"['what a time to be alive', 'mixtape', 'cash money', 'rap', 'hip hop', 'trap', 'collaboration', '6/10']",hip hop
ought,Sun Coming Down,25-Sep-15,2015,8,"['constellation', 'rock', 'post-punk', '8/10']","rock,punk"
julia holter,Have You in My Wilderness,28-Sep-15,2015,9,"['domino', 'pop', 'dream', 'baroque', '9/10']",pop
the front bottoms,Back on Top,29-Sep-15,2015,6,"['fueled by ramen', 'rock', 'pop punk', 'emo', '6/10']","pop,rock,punk"
milo,so the flies don't come,30-Sep-15,2015,8,"['ruby yacht', 'hip hop', 'rap', 'abstract', '8/10']",hip hop
deafheaven,New Bermuda,1-Oct-15,2015,6,"['anti', 'loud rock', 'black metal', 'atmospheric', 'post-rock', 'blackgaze', '6/10']","rock,metal"
black breath,Slaves Beyond Death,4-Oct-15,2015,6,"['southern lord', 'loud rock', 'thrash metal', ""death 'n' roll"", '6/10']","rock,metal"
fetty wap,Fetty Wap,5-Oct-15,2015,5,"['300 entertainment', 'hip hop', 'rap', 'trap', '5/10']",hip hop
kurt vile,B'lieve I'm Goin Down...,6-Oct-15,2015,6,"['matador', 'singer-songwriter', 'folk', 'rock', '6/10']","rock,singer-songwriter,folk"
wavves,V,7-Oct-15,2015,4,"['warner bros', 'rock', 'indie', 'surf punk', 'power pop', '4/10']","pop,rock,punk"
disclosure,Caracal,8-Oct-15,2015,6,"['island', 'electronic', 'house', 'uk bass', 'contemporary r&b', '6/10']","r&b,electronic,house"
loma prieta,Self Portrait,9-Oct-15,2015,7,"['post-hardcore', 'rock', 'loud rock', 'deathwish', 'self portrait', '7/10']",rock
the game,The Documentary 2,10-Oct-15,2015,6,"['blood money', 'entertainment one', 'rap', 'hip hop', 'gangsta', 'west coast', 'luke james', '6/10']",hip hop
alex g,Beach Music,14-Oct-15,2015,6,"['domino', 'singer-songwriter', 'rock', 'lo-fi indie', '6/10']","rock,singer-songwriter"
new order,Music Complete,15-Oct-15,2015,6,"['mute', 'pop', 'new wave', 'synthpop', '6/10']",pop
chvrches,Every Open Eye,16-Oct-15,2015,5,"['glassnote', 'pop', 'synthpop', '5/10']",pop
the world is a beautiful place and i am no longer afraid to die,Harmlessness,18-Oct-15,2015,7,"['epitaph', 'rock', 'emo', 'post-rock', 'pop punk', '7/10']","pop,rock,punk"
neon indian,VEGA INTL. Night School,20-Oct-15,2015,7,"['mom + pop', 'pop', 'synth funk', 'synthpop', '7/10']","pop,funk"
beach house,Thank Your Lucky Stars,21-Oct-15,2015,5,"['sub pop', 'pop', 'dream pop', '5/10']",pop
big k.r.i.t.,It's Better This Way,23-Oct-15,2015,5,"['mixtape', 'dj drama', 'rap', 'hip hop', '5/10']",hip hop
raury,All We Need,24-Oct-15,2015,5,"['sony', 'singer-songwriter', 'hip hop', 'contemporary folk', '5/10']","hip hop,singer-songwriter,folk"
the game,The Documentary 2.5,26-Oct-15,2015,8,"['blood money', 'entertainment one', 'hip hop', 'rap', 'west coast', 'g-funk', '8/10']","hip hop,funk"
joanna newsom,Divers,27-Oct-15,2015,8,"['drag city', 'singer-songwriter', 'contemporary folk', 'pop', 'progressive', '8/10']","pop,singer-songwriter,folk"
machine gun kelly,General Admission,28-Oct-15,2015,3,"['bad boy', 'rap', 'hip hop', '3/10']",hip hop
twitching tongues,Disharmony,30-Oct-15,2015,3,"['metal blade', 'loud rock', 'metalcore', 'myke c-town', '3/10']","rock,metal"
protomartyr,The Agent Intellect,30-Oct-15,2015,7,"['hardly art', 'rock', 'post-punk', '7/10']","rock,punk"
foxing,Dealer,2-Nov-15,2015,3,"['triple crown', 'rock', 'emo', 'post-rock', '3/10']",rock
kirk knight,Late Knight Special,2-Nov-15,2015,5,"['pro era', 'cinematic music group', 'rap', 'hip hop', 'east coast', '5/10']",hip hop
iglooghost,Chinese Nu Yr,3-Nov-15,2015,8,"['ep', 'brainfeeder', 'electronic', 'wonky', 'bubblegum bass', '8/10']",electronic
m.e.d. blu and madlib,Bad Neighbor,4-Nov-15,2015,4,"['madlib', 'bad neighbor', 'bang ya head', 'rap', 'hip hop', 'west coast', 'lo-fi', '4/10']",hip hop
panopticon,Autumn Eternal,5-Nov-15,2015,8,"['bindrune', 'loud rock', 'black metal', 'folk', '8/10']","rock,metal,folk"
car seat headrest,Teens of Style,7-Nov-15,2015,7,"['matador', 'rock', 'lo-fi', 'singer-songwriter', 'indie', '7/10']","rock,singer-songwriter"
grimes,Art Angels,9-Nov-15,2015,7,"['4ad', 'pop', 'alternative dance', 'electropop', '7/10']","pop,dance"
kylesa,Exhausting Fire,11-Nov-15,2015,7,"['season of mist', 'loud rock', 'stoner metal', 'sludge', 'heavy psych', '7/10']","rock,metal"
oneohtrix point never,Garden of Delete,11-Nov-15,2015,8,"['warp', 'electronic', 'abstract', 'glitch', 'industrial', 'plunderphonics', '8/10']",electronic
busdriver,Thumbs,12-Nov-15,2015,6,"['mixtape', 'hip hop', 'rap', 'abstract hip hop', '6/10']",hip hop
goldlink,"And After That, We Didn't Talk",13-Nov-15,2015,2,"['soulection', 'hip hop', 'rap', 'hip house', 'contemporary r&b', '2/10']","hip hop,r&b,soul,house"
the garden,Haha,16-Nov-15,2015,5,"['epitaph', 'rock', 'post-punk', '5/10']","rock,punk"
revenge,Behold.Total.Rejection,16-Nov-15,2015,6,"['season of mist', 'loud rock', 'grindcore', 'death metal', 'war', '6/10']","rock,metal"
logic,The Incredible True Story,17-Nov-15,2015,6,"['def jam', 'rap', 'hip hop', 'east coast', '6/10']",hip hop
justin bieber,Purpose,18-Nov-15,2015,5,"['def jam', 'pop', 'contemporary r&b', '5/10']","pop,r&b"
anna von hausswolff,The Miraculous,19-Nov-15,2015,6,"['pomperipossa', 'sweden', 'singer-songwriter', 'experimental rock', 'drone', 'other', '6/10']","rock,experimental,singer-songwriter"
king gizzard & the lizard wizard,Paper Mache Dream Balloon,20-Nov-15,2015,7,"['australia', 'heavenly', 'rock', 'psychedelic', 'psych pop', 'psych folk', '7/10']","pop,rock,psychedelic,folk"
ty dolla $ign,Free TC,22-Nov-15,2015,6,"['atlantic', 'hip hop', 'pop rap', 'contemporary r&b', 'trap', '6/10']","hip hop,pop,r&b"
adele,25,23-Nov-15,2015,7,"['xl', 'pop', 'soul', 'singer-songwriter', '7/10']","pop,soul,singer-songwriter"
freddie gibbs,Shadow of a Doubt,24-Nov-15,2015,7,"['esgn', 'hip hop', 'rap', 'trap', 'cloud rap', 'hardcore hip hop', '7/10']",hip hop
arca,Mutant,25-Nov-15,2015,6,"['mute', 'electronic', 'abstract', 'progressive', 'idm', 'glitch', '6/10']",electronic
waka flocka flame,Flockaveli 1.5,29-Nov-15,2015,7,"['mixtape', 'hip hop', 'rap', 'southern', 'trap', '7/10']",hip hop
sunn o))),Kannon,2-Dec-15,2015,6,"['southern lord', 'loud rock', 'drone', 'metal', 'doom', '6/10']","rock,metal"
kid cudi,Speedin' Bullet 2 Heaven,5-Dec-15,2015,0,"['republic', 'rock', 'grunge-hop', '0/10']",rock
sophie,Product,7-Dec-15,2015,8,"['compilation', 'pc music', 'electronic', 'uk', 'bubblegum bass', 'trap', 'noise', 'electropop', '8/10', 'hip hop']","hip hop,pop,electronic"
erykah badu,But You Caint Use My Phone,9-Dec-15,2015,6,"['mixtape', 'motown', 'pop', 'soul', 'contemporary r&b', 'pop rap', 'neo-soul', '6/10', 'hip hop']","hip hop,pop,r&b,soul"
coldplay,A Head Full of Dreams,10-Dec-15,2015,5,"['parlophone', 'pop', 'piano rock', '5/10']","pop,rock"
g-eazy,When It's Dark Out,11-Dec-15,2015,4,"['rca', 'rap', 'hip hop', '4/10']",hip hop
cavanaugh,Time and Materials,11-Dec-15,2015,6,"['serengeti', 'time and materials', 'mello music group', 'rap', 'hip hop', '6/10']",hip hop
archy marshall,A New Place 2 Drown,14-Dec-15,2015,4,"['a new place 2 drown', 'true panther', 'rap', 'hip hop', 'downtempo', 'alternative r&b', '4/10']","hip hop,r&b"
wiki,Lil Me,15-Dec-15,2015,7,"['ratking', 'mixtape', 'self-released', 'rap', 'hip hop', 'east coast', '7/10']",hip hop
beach slang,The Things We Do to Find People Who Feel Like Us,16-Dec-15,2015,7,"['polyvinyl', 'rock', 'indie pop', 'shoegaze', '7/10']","pop,rock"
christian scott atunde adjuah,Stretch Music,17-Dec-15,2015,7,"['ropeadope', 'elena pinderhughes', 'jazz', 'post-bop', 'other', '7/10']",jazz
willow smith,Ardipithecus,18-Dec-15,2015,3,"['roc nation', 'pop', 'alternative r&b', '3/10']","pop,r&b"
pusha t,King Push - Darkest Before Dawn: The Prelude,19-Dec-15,2015,7,"['darkest before dawn', 'prelude', 'good music', 'hip hop', 'rap', '7/10']",hip hop
